"productName","starTechPrice","ryansPrice","priceDifference"
"Asus VivoBook 15 K513EQ Core i5 11th Gen 156 FHD Laptop","94500"
"HP 14s-dq5345TU Core i3 12th Gen 14 FHD Laptop","TBA"
"HP 14s-fq2123AU Ryzen 5 5625U 14 FHD Laptop","TBA"
"HP 15s-eq2690AU Ryzen 5 5500U 156 FHD Laptop","TBA"
"HP 15s-eq3234AU Ryzen 5 5625U 156 FHD Laptop","TBA"
"HP 15s-fq2644TU Core i3 11th Gen 156 HD Laptop","TBA"
"Lenovo IdeaPad 1 14AMN7 AMD Ryzen 5 14 FHD Laptop with DDR5 RAM","TBA"
"Lenovo IdeaPad 1 14AMN7 AMD Ryzen 5 500GB SSD 14 FHD Laptop with DDR5 RAM","TBA"
"Lenovo IdeaPad 5 Pro 14ACN6 Ryzen 7 5800U 14 22K Laptop","103000"
"Lenovo IdeaPad Slim 3i Core i3 11th Gen 156 FHD Laptop","TBA"
"Lenovo IdeaPad Slim 3i Core i3 12th Gen 156 FHD Laptop","TBA"
"Lenovo ThinkPad E14 Core i3 11th Gen 14 FHD Laptop","TBA"
"Lenovo V14 Core i5 11th Gen 14 FHD Laptop With 256GB SSD","TBA"
"Lenovo V14 Core i5 11th Gen 1TB SATA 14 FHD Laptop","TBA"
"Realme Book Core i3 11th Gen 256GB SSD 14 2k UHD Laptop","TBA"
"Xiaomi RedmiBook 15 Pro Core i5 11th Gen 156 FHD Laptop","TBA"
"Acer Aspire 5 A515-56G Core i5 11th Gen MX350 2GB Graphics 156 FHD Laptop","TBA"
"Acer Aspire 5 A515-56G Core i5 11th Gen MX450 2GB Graphics 156 FHD Laptop","71500"
"ASUS ExpertBook P1 P1412CEA Core i5 11th 8GB RAM Gen 14 FHD Laptop","TBA"
"ASUS ExpertBook P1 P1412CEA Core i5 11th Gen 14 FHD Laptop","TBA"
"ASUS VivoBook 15 X1500EA Core i5 11th Gen 156 FHD Laptop","TBA"
"ASUS VivoBook 15 X1502ZA Core i3 12th Gen 512GB SSD 156 FHD Laptop","TBA"
"ASUS Vivobook Pro 15 OLED M3500QC Ryzen 9 5900HX RTX 3050 4GB Graphics 156 FHD Laptop","162000"
"Asus ZenBook 14 UX435EAL Core i5 11th Gen 1 TB SSD 14 FHD Laptop","109000"
"HP 15s-du3561TU Core i5 11th Gen 156 FHD Laptop","TBA"
"HP 15s-fq2643TU Core i5 11th Gen 156 HD Laptop","TBA"
"HP 15s-fq5886TU Core i5 12th Gen 156 FHD Laptop","TBA"
"HP 240 G8 Core i5 11th Gen 14 FHD Laptop","TBA"
"HP 250 G8 Core i5 11th Gen 156 FHD Laptop","TBA"
"HP ProBook 440 G8 Core i3 11th Gen 14 FHD Laptop","TBA"
"HP ProBook 445 G8 Ryzen 3 5400U 14 FHD Laptop","TBA"
"Lenovo IdeaPad 3 Ryzen 5 5500U 156 FHD Laptop","TBA"
"Lenovo IdeaPad 3 Ryzen 7 5700U 14 FHD Laptop with Windows 11","TBA"
"Lenovo IdeaPad Slim 3i Core i5 11th Gen 14 FHD Laptop","TBA"
"Xiaomi RedmiBook Pro 14 Ryzen 5 5500U 14 Laptop","TBA"
"Xiaomi RedmiBook Pro 14 Ryzen 7 5700U 14 Laptop","TBA"
"Asus VivoBook 14 X1400EA Core i5 11th Gen 14 FHD Laptop","TBA"
"ASUS VivoBook 15 X515EA Core i5 11th Gen 8 GB RAM 156 FHD Laptop","TBA"
"HP 14s-dq5445TU Core i5 12th Gen 14 FHD Laptop","TBA"
"HP 15s-du3039TX Core i5 11th Gen MX450 2GB Graphics 156 FHD Laptop","TBA"
"HP 15s-du3562TU Core i7 11th Gen 156 FHD Laptop","TBA"
"HP 15s-du3787TX Core i5 11th Gen 156 FHD Laptop","TBA"
"HP 15s-eq3334AU Ryzen 7 5825U 156 FHD Laptop","TBA"
"HP 15s-fq5489TU Core i5 12th Gen 156 FHD Laptop","TBA"
"HP 15s-fq5620TU Core i5 12th Gen 156 FHD Laptop","TBA"
"HP Pavilion 13-bb0787TU Core i5 11th Gen 133 FHD Laptop","TBA"
"HP Pavilion 14-dv1234TU Core i5 11th Gen 14 FHD Laptop","TBA"
"HP Pavilion 15-eg1678TU Core i5 11th Gen 156 FHD Laptop","TBA"
"HP Pavilion 15-eg2586TU Core i5 12th Gen 156 FHD Laptop","TBA"
"HP Pavilion 15-eg2786TU Core i5 12th Gen 156 FHD Laptop","TBA"
"HP Pavilion 15-eh1890AU Ryzen 5 5500U 156 FHD Laptop","TBA"
"HP ProBook 445 G8 Ryzen 5 5600U 14 FHD Laptop","TBA"
"Huawei MateBook D14 Core i5 11th Gen 14 FHD Laptop","TBA"
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 7 5700U 156 FHD Laptop With WiFi 6","TBA"
"Lenovo IdeaPad Slim 5i Core i5 11th Gen 512GB SSD MX450 2GB Graphics 14 FHD Laptop","TBA"
"Lenovo ThinkBook 14 Gen 2 ITL Core i5 11th Gen 512GB 14 FHD Laptop","TBA"
"Acer Swift Go 14 SFG14-41 Ryzen 5 7530U 14 FHD Laptop","TBA"
"Acer Swift Go 14 SFG14-41-R3FA Ryzen 5 7530U 14 FHD Laptop","TBA"
"Asus ExpertBook B1 B1500CEPE Core i5 11th Gen MX330 2GB Graphics 156 FHD Laptop","TBA"
"Asus TUF Gaming A15 FA506IHRB Ryzen 5 4600H GTX 1650 4GB Graphics 156 FHD Gaming Laptop","TBA"
"Asus TUF Gaming F15 FX506LHB Core i5 10th Gen GTX 1650 4GB Graphics 156 FHD Gaming Laptop","TBA"
"ASUS VivoBook 14 X1402ZA Core i5 12th Gen 14 FHD Laptop","88000"
"ASUS VivoBook 15 X1502ZA Core i5 12th Gen 156 FHD Laptop","TBA"
"Asus VivoBook S15 S533EQ Core i5 11th Gen MX350 2GB Graphics 156 FHD Laptop With Windows 11","TBA"
"HP 14s-dq5545TU Core i7 12th Gen 14 FHD Laptop","TBA"
"HP 15s-eq2335AU Ryzen 7 5700U 156 FHD Laptop","TBA"
"HP 15s-fq5986TU Core i7 12th Gen 156 FHD Laptop","TBA"
"HP Pavilion 15-eg1043TX Core i5 11th Gen MX450 2GB Graphics 156 FHD Laptop","TBA"
"HP Pavilion 15-eg2073TU Core i5 12th Gen 156 FHD Laptop","TBA"
"HP Pavilion 15-eg2074TU Core i5 12th Gen 156 FHD Laptop","TBA"
"HP Pavilion 15-eh1678AU Ryzen 7 5700U 156 FHD Laptop","TBA"
"HP Pavilion x360 Convertible 14-dy1290TU Core i5 11th Gen 14 FHD Touch Laptop","TBA"
"HP ProBook 450 G9 Core i5 12th Gen 156 FHD Laptop with Windows 11","TBA"
"Lenovo IdeaPad Flex 5 AMD Ryzen 5 5500U 14 FHD Touch Laptop","TBA"
"Lenovo IdeaPad Gaming 3 15ACH6 Ryzen 5 5600H RTX 3050 4GB Graphics 156 FHD Laptop","TBA"
"Lenovo ThinkPad E14 Gen 2 Core i5 11th Gen 14 FHD Laptop","TBA"
"Acer Aspire 5 A515-57G Core i5 12th Gen RTX 2050 4GB Graphics 156 FHD Gaming Laptop","TBA"
"Acer Swift 3 SF314-52-532A Core i5 12th Gen 14 QHD Laptop","TBA"
"Asus ExpertBook B1 B1400CEAE Core i7 11th Gen 14 FHD Laptop","TBA"
"Asus ExpertBook B3 Flip B3402FEA Core i7 16gb Ram 14-inch 400 Nits 360° FHD Touch Laptop","TBA"
"ASUS ExpertBook B5 B5302CEA Core i5 11th Gen 133 FHD Laptop","TBA"
"ASUS TUF Gaming F15 FX506HF Core i5 11th Gen RTX 2050 4GB Graphics 156 FHD Gaming Laptop","TBA"
"Asus VivoBook 15 OLED K513EQ Core i5 11th Gen MX350 2GB Graphics 156 FHD Laptop","TBA"
"Asus ZenBook 14 UX425EA Intel Core i5 1135G7 11th Gen 14 FHD WV Laptop","109000"
"GIGABYTE G5 GD Core i5 11th Gen RTX 3050 4GB Graphics 156 FHD Gaming Laptop","TBA"
"HP 14s-dq4678TU Core i7 11th Gen 14 FHD Laptop","97000"
"HP 15s-du3520TX Core i7 11th Gen MX450 2GB Graphics 156 FHD Laptop","TBA"
"HP Pavilion 15-eg2072tu Core i7 12th Gen 156 FHD Laptop","TBA"
"HP Pavilion 15-eg2444TX Core i5 12th Gen 156 FHD Laptop","TBA"
"HP Victus 15-fb0118AX Ryzen 5 5600H GTX 1650 4GB Graphics 156 FHD 144Hz Gaming Laptop","TBA"
"Lenovo IdeaPad Flex 5 Ryzen 7 5700U 14 FHD Touch Laptop","TBA"
"Lenovo IdeaPad Gaming 3 15ACH6 Ryzen 5 5600H RTX 3050 4GB Graphics 156 FHD Laptop","TBA"
"Lenovo IdeaPad Gaming 3i Core i5 11th Gen GTX1650 4GB Graphics 156 FHD Laptop","TBA"
"Lenovo IdeaPad Gaming 3i Core i5 11th Gen RTX 3050 4GB Graphics 156 FHD Laptop","TBA"
"Lenovo IdeaPad Slim 5i Core i5 12th Gen MX550 2GB Graphics 156 FHD Laptop","TBA"
"Xiaomi Mi NoteBook Ultra Core i7 11th Gen 156 32K Display Laptop","TBA"
"Acer Aspire 7 A715-51G Core i5 12th Gen RTX 3050 4GB Graphics 156 FHD Gaming Laptop","TBA"
"Acer Nitro 5 AN515-46-R3U8 Ryzen 5 6600H RTX 3050 4GB Graphics 156 QHD 165Hz Gaming Laptop","TBA"
"Acer Nitro 5 AN515-58-58TZ Core i5 12th Gen RTX 3050 4GB Graphics 156 FHD 144Hz Gaming Laptop","TBA"
"ASUS ExpertBook B5 Flip B5302FEA Core i7 11th Gen 133 FHD OLED Touch Laptop","TBA"
"Asus TUF Gaming A15 FA506ICB Ryzen 7 4800H RTX 3050 4GB Graphics 156 FHD Gaming Laptop","TBA"
"ASUS TUF Gaming F15 FA507RF Ryzen 7 6800HS RTX 2050 4GB Graphics 156 FHD Gaming Laptop","TBA"
"Asus VivoBook 14 K413EQ Core i7 11th Gen 14 FHD Laptop","TBA"
"Asus VivoBook 15 K513EQ Core i7 11th Gen 156 FHD Laptop with Windows 11","TBA"
"Asus VivoBook 15 K513EQ Core i7 11th Gen 156 OLED FHD Laptop","TBA"
"ASUS VivoBook Pro 15 K3500PH Core i5 11th Gen GTX 1650 MAX-Q 4GB Graphics 156 FHD Laptop With Windows 11","TBA"
"GIGABYTE G5 GE Core i5 12th Gen RTX 3050 4GB Graphics 156'' FHD 144Hz Gaming Laptop","TBA"
"HP ENVY x360 Convert 13-ay1123AU Ryzen 7 5800U 133 FHD Touch Laptop","TBA"
"HP Pavilion Gaming 15-dk2456TX Core i5 11th RTX 3050 4GB Graphics 156 FHD 144Hz Gaming Laptop","TBA"
"HP ProBook 440 G8 Core i7 11th Gen 16GB RAM 14 FHD Laptop","TBA"
"HP ProBook 440 G9 Core i7 12th Gen 14 FHD Laptop","TBA"
"HP Victus 15-fa0163TX Core i5 12th Gen RTX 3050 4GB Graphics 156 FHD 144Hz Gaming Laptop","TBA"
"Lenovo IdeaPad Flex 5i Core i5 12th Gen 14 360° WUXGA Touch Laptop","TBA"
"Lenovo ThinkPad L14 Gen 3 Core i5 12th Gen 14 FHD Business Laptop","TBA"
"Lenovo ThinkPad L14 Gen 3 Core i7 12th Gen 14 FHD Business Laptop","TBA"
"Machenike L15 Core i5 12th Gen RTX 3050 Ti 4GB Graphics 156 FHD 144Hz Gaming Laptop","TBA"
"Acer Nitro 5 AN515-45-R7BF Ryzen 5 16GB RAM 256GB SSD RTX 3060 6GB Graphics 156 FHD 144Hz Gaming Laptop","TBA"
"Acer Nitro 5 AN515-58-79MU Core i7 12th Gen RTX 3050Ti 4GB Graphics 156 FHD 144Hz Gaming Laptop","TBA"
"Acer Predator Helios 300 PH315-54-736E Core i7 11th Gen RTX 3050 Ti 4GB Graphics 156 QHD 165Hz Gaming Laptop","TBA"
"ASUS TUF Gaming F15 FX506HC Core i7 11th Gen RTX 3050 4GB Graphics 156 Gaming Laptop with Windows 11","TBA"
"ASUS TUF Gaming F15 FX506HE Core i7 11th Gen RTX 3050Ti 4GB Graphics 156 FHD Gaming Laptop","TBA"
"Asus TUF Gaming F15 FX507ZC Core i7 12th Gen RTX 3050 4GB Graphics 156 FHD Gaming Laptop","TBA"
"Asus Vivobook Pro 16X OLED N7600PC Core i7 11th Gen RTX3050 4GB Graphics 16 4K Gaming Laptop","TBA"
"Asus Vivobook S 16X S5602ZA Core i5 12th Gen 16 WQXGA Display Laptop","TBA"
"Asus ZenBook 14 OLED UX3402ZA Core i7 14 3K Laptop","TBA"
"ASUS Zenbook S 13 OLED UM5302TA-LX168W Ryzen 7 6800U 133 28K Touch Laptop","TBA"
"HP Envy x360 Convertible 13-bf0666TU Core i7 12th Gen 133 WQXGA Touch Laptop","139500"
"HP Pavilion Gaming 15-ec2908AX Ryzen 7 5800H RTX 3050 4GB Graphics 156 FHD 144Hz Laptop","TBA"
"HP Victus 15-fa0157TX Core i7 12th Gen RTX 3050 4GB Graphics 156 FHD 144Hz Gaming Laptop","TBA"
"HP Victus 16-d0445TX Core i7 11th Gen RTX 3050 4GB Graphics 161 FHD 144Hz Gaming Laptop","TBA"
"HP Victus 16-e0890AX Ryzen 7 5800H RTX 3050 4GB Graphics 161 FHD 144Hz Gaming Laptop","TBA"
"Lenovo IdeaPad Flex 5i Core i7 11th Gen MX450 2GB Graphics 14 FHD Touch Laptop with Windows 11 Home","TBA"
"Lenovo IdeaPad Slim 5i Pro Core i7 11th Gen 14 22K Laptop","TBA"
"Lenovo Yoga Slim 7i Pro Core i7 12th Gen MX550 2GB Graphics 14 28K Laptop","TBA"
"Samsung Galaxy Book2 360 Core i5 12th Gen 133 FHD AMOLED Touch Laptop","TBA"
"Samsung Galaxy Book2 Business Core i7 12th Gen 14 FHD Laptop","TBA"
"Acer Nitro 5 AN515-58-74EF Core i7 12th Gen RTX 3060 6GB Graphics 156 QHD 165Hz Gaming Laptop","TBA"
"Acer Predator Helios 300 PH315-54-77MK Core i7 11th Gen RTX 3060 6GB Graphics 156 QHD 165Hz Gaming Laptop","TBA"
"Acer Predator Helios 300 PH315-54-78C9 Core i7 11th Gen RTX 3070 8GB Graphics 156 FHD 300Hz Gaming Laptop","TBA"
"Acer Predator Helios Neo 16 PHN16-71 Core i7 13th Gen RTX 4050 6GB Graphics 16 165Hz Gaming Laptop","TBA"
"ASUS ROG FLOW Z13 GZ301ZE Core i9 12th Gen RTX 3050 Ti 4GB Graphics 134 Gaming Laptop","TBA"
"Asus TUF Dash F15 FX517ZE Core i7 12th Gen RTX 3050 4GB Graphics 156 FHD WV Gaming Laptop","TBA"
"ASUS TUF Gaming A15 FA507ZC Core i7 12th Gen RTX 3050 4GB Graphics 156 FHD Gaming Laptop","TBA"
"ASUS Vivobook Pro 15 OLED K6502ZE Core i7 RTX3050 Ti 4GB Graphics 156 3K Laptop","TBA"
"ASUS ZenBook Pro Duo 15 OLED UX582HM Core i7 11th Gen RTX 3060 6GB Graphics 156 4K Touch Dual Display Laptop","TBA"
"ASUS Zenbook S 13 Flip OLED UP5302ZA-LX155W Core i7 12th Gen 133 28K Touch Laptop","TBA"
"GIGABYTE AERO 5 KE4 Core i7 12th Gen RTX 3060 6GB Graphics 156'' 4K UHD OLED Gaming Laptop","TBA"
"GIGABYTE AORUS 15 XE4 Core i7 12th Gen RTX 3070 Ti 8GB Graphics 156'' FHD 165Hz Gaming Laptop","TBA"
"GIGABYTE AORUS 5 SE4 Core i7 12th Gen RTX 3070 8GB Graphics 156'' FHD 240Hz Gaming Laptop","TBA"
"Lenovo ThinkPad P14s Gen 2 Core i7 11th Gen T500 4GB Graphics Card 14 FHD Business Laptop","TBA"
"Lenovo YOGA 9i Core i7 12th Gen 14 28K OLED 360° Touch Laptop","TBA"
"Lenovo YOGA 9i Core i7 12th Gen 14 4K OLED 360° Touch Laptop","TBA"
"Lenovo Yoga Slim 7 Carbon 14ACN6 Ryzen 7 5800U MX450 2GB Graphics 14 28K OLED Display Laptop","TBA"
"Lenovo YOGA Slim 7i Carbon Core i7 11th Gen 133 Laptop","TBA"
"Lenovo YOGA Slim 7i Carbon Core i7 12th Gen 133 25K QHD Laptop","189000"
"Razer Blade 15 Advanced Model Core i7 11th Gen 16GB RAM RTX3070 8GB Graphics 156 FHD 360Hz Gaming Laptop","TBA"
"Acer TravelMate P214-53 Core i5 11th Gen 14 FHD Laptop","TBA"
"Apple MacBook Air 133-Inch Retina Display 8-core Apple M1 chip with 8GB RAM 256GB SSD (MGND3) Gold","TBA"
"Asus ExpertBook B1 B1500CEAE Core i3 11th Gen 8GB RAM 156 FHD Laptop","TBA"
"Asus ExpertBook B3 Flip B3402FEA Core i7 16gb Ram 14-inch 360° FHD Touch Laptop","115000"
"Asus ROG Strix SCAR 17 G733ZX Core i9 12th Gen RTX 3080 Ti 16GB Graphics 173 WQHD Gaming Laptop","TBA"
"ASUS VivoBook 14X X1403ZA Core i5 12th Gen 14 OLED Laptop","TBA"
"ASUS Zenbook Pro 16X OLED UX7602ZM-ME132W Core i9 12th Gen RTX 3060 6GB Graphics 16 4K Touch Laptop","TBA"
"Dell XPS 15 9520 Core i7 12th Gen RTX 3050 Ti 4GB Graphics 156 OLED 35K Touch Laptop","TBA"
"HP Pavilion x360 Convertible 14-ek0777TU Core i7 12th Gen 14 FHD 2-in-1 Touch Laptop","TBA"
"HP ProBook 450 G9 Core i5 12th Gen 156 FHD Laptop","TBA"
"HP SPECTRE X360 Convertible 14-e2027TU Core i7 13th Gen 135 WUXGA+ Touch Laptop","TBA"
"Lenovo IdeaPad Gaming 3i Core i7 11th Gen GTX 1650 4GB Graphics 156 FHD Laptop","TBA"
"Lenovo IdeaPad Slim 3i 15ITL6 Core i3 11th Gen 156 FHD Laptop","TBA"
"Lenovo IdeaPad Slim 3i Core i3 11th Gen 14 FHD Laptop","TBA"
"MSI Modern 15 A11MU Core i7 11th Gen 156 FHD Laptop","TBA"
"Razer Blade 15 Advanced Model Core i7 11th Gen RTX 3070 8GB Graphics 156 QHD Gaming Laptop","TBA"
